company,activity,type,source,alternatives
https://www.bobbibrown.in/,2,beauty and cosmetic,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://pgpro.com/en-us/brands/bounty,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://in.braun.com/en-in,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.breatheright.com/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://in.burberry.com/,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.bulgari.com/en-in/fragrances,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.loreal.com/en/loreal-luxe/cacharel/,2,haircare,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.calgon.co.uk/,2,detergent,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.calvinklein.us/en,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://us.caudalie.com/,2,pharmaceuticals,https://crueltyfree.peta.org/companies-do-test/,https://himalayawellness.in/
https://www.chapstick.com/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://us.pg.com/brands/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.chloe.com/,2,fashion,https://crueltyfree.peta.org/companies-do-test/,"Upasana - Women's Conscious Fashion � Upasana Design Studio   ,https://www.nonasties.in  , https://banobatwo.blogspot.com/  ,  https://www.ethicus.in"
https://parfum.christinaaguilera.com/en/,2,perfume,https://crueltyfree.peta.org/companies-do-test/,https://www.skinn.in/
https://churchdwight.com/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.henkel.in/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.clairol.com/en-US/home,2,hair dye,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.clarins.in/,2,beauty and cosmetic,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://www.loreal.com/en/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us ,https://himalayawellness.in/, https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://www.cleanandclear.com/,2,skincare,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.clearasil.us/,2,skincare,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
